,site_id,product_id,category_id
196,420,2581321289,873843
197,420,2612144295,3115485
198,420,2573917160,873839
199,420,2612144295,2987633
200,420,2573917155,873210
201,420,2573928534,873843
202,420,2573916554,873960
203,420,2573928533,873843
204,420,2573919555,873868
205,420,2573917156,873210
206,420,2573919552,873868
207,420,2608773521,873232
208,420,2628443946,3417320
209,420,2628443946,3559132
210,420,2573916642,873853
211,420,2628443947,3260129
212,420,2628443947,873209
213,420,2573919553,873868
214,420,2573916252,873224
215,420,2608773521,873959
216,420,2573917176,873814
217,420,2573917177,873814
218,420,2573928532,873843
219,420,2573916546,873968
220,420,2608773518,873234
221,420,2608773518,873942
222,420,2573917181,873814
223,420,2573928475,873843
224,420,2573916643,873853
225,420,2573916282,873249
226,420,2573916283,873249
227,420,2573928472,873843
228,420,2573916640,873234
229,420,2573917171,873814
230,420,2608773519,873952
231,420,2573916574,873968
232,420,2573917183,873827
233,420,2573916285,873960
234,420,2573916274,873249
235,420,2573916275,873249
236,420,2608773519,873242
237,420,2573916279,873209
238,420,2573916641,873827
239,420,2573919575,873868
240,420,2573917175,873814
241,420,2573916641,873910
242,420,2628443944,3260129
243,420,2573928476,873843
244,420,2608773516,873232
245,420,2583178945,2987634
246,420,2583178940,873850
247,420,2583178941,873850
248,420,2573919546,873868
249,420,2608773516,873959
250,420,2587032535,2832215
251,420,2583178943,873850
252,420,2573916644,873853
253,420,2573925122,2832222
254,420,2608773517,873952
255,420,2573928470,873843
256,420,2573916645,873853
257,420,2573928468,873843
258,420,2608773517,873242
259,420,2573977114,873843
260,420,2573977116,873843
261,420,2573977105,873843
262,420,2573916248,873815
263,420,2573977108,873843
264,420,2573916188,873209
265,420,2573919547,873868
266,420,2573916178,873219
267,420,2608773514,2987633
268,420,2573916176,873219
269,420,2608773515,873895
270,420,2573916183,873219
271,420,2612144295,2987634
272,420,2573916660,873853
273,420,2573916618,873868
274,420,2616337506,2825483
275,420,2616337507,873828
276,420,2573916620,873866
277,420,2581631413,873816
278,420,2594389832,873828
279,420,2581631414,873808
280,420,2573916614,873866
281,420,2622798453,3115499
282,420,2591021183,3115485
283,420,2573916613,873866
284,420,2573916634,873827
285,420,2591021183,2987633
286,420,2591021183,2987634
287,420,2573916243,873815
288,420,2573916250,873222
289,420,2573916251,873222
290,420,2573916635,873961
291,420,2573916633,873827
292,420,2573916633,873910
293,420,2573916638,873961
294,420,2573916639,873827
295,420,2582487297,873841
296,420,2622798455,873210
297,420,2573916639,873910
298,420,2591021181,3115485
299,420,2573916636,873961
300,420,2591021181,2987633
301,420,2591021181,2987634
302,420,2592499704,873893
303,420,2622798455,873837
304,420,2573916715,873234
305,420,2622798460,873850
306,420,2573916637,873961
307,420,2573916627,873961
308,420,2573916629,873961
309,420,2583234097,873814
310,420,2573916247,873815
311,420,2573916587,873809
312,420,2597760214,873807
313,420,2573916590,873814
314,420,2573916886,873866
315,420,2573919551,873868
316,420,2579405550,2987634
317,420,2622798463,3115500
318,420,2597760215,873827
319,420,2622798463,3260129
320,420,2573916578,873814
321,420,2573917522,2987633
322,420,2573916244,873815
323,420,2573916576,873252
324,420,2583234096,873955
325,420,2573916577,873252
326,420,2622798463,873180
327,420,2573917196,2987633
328,420,2581631415,873816
329,420,2573916367,873923
330,420,2597760212,873807
331,420,2614237828,873816
332,420,2614237829,3260129
333,420,2583234096,873244
334,420,2573916604,873961
335,420,2573916605,873961
336,420,2573916595,873809
337,420,2614237835,3260129
338,420,2591021174,873224
339,420,2597760213,873883
340,420,2591021174,873727
341,420,2573917197,2987633
342,420,2597760210,3245755
343,420,2597760211,3245755
344,420,2597760208,3245755
345,420,2573916596,873814
346,420,2573916597,873961
347,420,2573916552,873252
348,420,2581631416,873816
349,420,2573919549,873868
350,420,2573916556,873814
351,420,2597760209,873269
352,420,2597760222,2796250
353,420,2614237835,873180
354,420,2597760223,873850
355,420,2583234091,873232
356,420,2573916546,873252
357,420,2614237832,873816
358,420,2583234093,873809
359,420,2573916293,873922
360,420,2614237833,873816
361,420,2597760220,873850
362,420,2573917414,2987633
363,420,2573914471,2987634
364,420,2573916195,873209
365,420,2583234092,873809
366,420,2591021187,873866
367,420,2591021186,873234
368,420,2584754262,873961
369,420,2614237836,3115485
370,420,2591021185,873868
371,420,2591021184,873249
372,420,2584754263,873961
373,420,2573914468,2987634
374,420,2573916888,873841
375,420,2573916889,873841
376,420,2573916545,873252
377,420,2581107187,2987633
378,420,2573916887,873841
379,420,2583234094,873809
380,420,2614237836,2987633
381,420,2581631417,873808
382,420,2573929594,873824
383,420,2597760221,3245753
384,420,2573916222,873815
385,420,2581631418,873966
386,420,2573929593,873824
387,420,2573916404,873957
388,420,2597760218,873893
389,420,2581631419,873816
390,420,2597760219,873807
391,420,2573922070,2832245
392,420,2573929597,873824
393,420,2592499705,873893
394,420,2581631420,873808
395,420,2614237836,2987634
396,420,2622798463,3390357
397,420,2583234081,873234
398,420,2584754264,873961
399,420,2573929667,873836
400,420,2581631421,873966
401,420,2573929669,873836
402,420,2573916574,873252
403,420,2581631422,873816
404,420,2573929659,873836
405,420,2573916163,873249
406,420,2597760216,873807
407,420,2581631423,873816
408,420,2583234081,873922
409,420,2573929660,873836
410,420,2573929609,873824
411,420,2573916381,873923
412,420,2573916562,873202
413,420,2585126128,873843
414,420,2622798456,873816
415,420,2573916560,873202
416,420,2573916566,873202
417,420,2582469875,873843
418,420,2573916266,873841
419,420,2578228024,2796250
420,420,2573916270,873841
421,420,2614237819,873184
422,420,2597760217,3245755
423,420,2597760242,873893
424,420,2573917250,873827
425,420,2573914573,2987634
426,420,2597760243,873253
427,420,2573917251,873827
428,420,2573917248,873827
429,420,2573917249,873827
430,420,2573917274,873827
431,420,2597760240,873893
432,420,2573917273,873827
433,420,2597760241,873253
434,420,2573917266,873827
435,420,2573917295,873827
436,420,2573917271,873827
437,420,2573917268,873827
438,420,2573917269,873827
439,420,2573917230,873827
440,420,2573916186,873209
441,420,2597760230,873812
442,420,2597760231,873961
443,420,2574506860,873844
444,420,2573922378,873210
445,420,2573917242,873827
446,420,2614237819,3117800
447,420,2573917246,873827
448,420,2582469874,873843
449,420,2622798456,873255
450,420,2597760228,873961
451,420,2573917245,873827
452,420,2622798456,2825483
453,420,2573916268,873841
454,420,2573916184,873209
455,420,2573916257,873260
456,420,2573916261,873252
457,420,2573916190,873224
458,420,2573939486,873845
459,420,2573929603,873836
460,420,2576316463,873843
461,420,2576316462,873843
462,420,2576316461,873843
463,420,2576316467,873843
464,420,2573917184,873814
465,420,2573916282,873590
466,420,2573916283,873590
467,420,2574940777,873868
468,420,2576316465,873843
469,420,2573916286,873814
470,420,2573916284,873814
471,420,2573916274,873590
472,420,2573916275,873590
473,420,2576316464,873843
474,420,2584754265,873961
475,420,2585870762,873841
476,420,2573916272,873252
477,420,2573916273,873590
478,420,2585870764,873841
479,420,2584754266,873961
480,420,2608795792,2796284
481,420,2608795791,2796284
482,420,2583234086,873838
483,420,2614237823,873897
484,420,2597760229,873827
485,420,2573917333,873837
486,420,2608795790,2796284
487,420,2584754267,873961
488,420,2614237820,873893
489,420,2573916392,873883
490,420,2573916276,873590
491,420,2608795789,873224
492,420,2584754268,873961
493,420,2573916277,873590
494,420,2585870766,873841
495,420,2573916234,873830
496,420,2573922378,873837
497,420,2573917051,873249
498,420,2573938336,873843
499,420,2573938335,873843
500,420,2574940775,873868
501,420,2573916409,873961
502,420,2573917159,873808
503,420,2611052961,3245756
504,420,2573916235,873830
505,420,2584754269,873961
506,420,2573916232,873830
507,420,2573916233,873830
508,420,2614237820,3422567
509,420,2614237821,873816
510,420,2573938334,873843
511,420,2597760226,873827
512,420,2574292156,2987633
513,420,2573917003,873202
514,420,2622798457,873816
515,420,2594401123,873827
516,420,2611052960,3245755
517,420,2584754270,873961
518,420,2622798457,873255
519,420,2573917663,873219
520,420,2614237820,2825480
521,420,2611052963,3245756
522,420,2573916401,873883
523,420,2608795788,873209
524,420,2573916998,873202
525,420,2597760227,873812
526,420,2573932389,3115501
527,420,2573917131,873923
528,420,2594401122,873813
529,420,2594401121,873895
530,420,2594401120,873253
531,420,2594401127,873253
532,420,2573917022,873856
533,420,2611052962,3245756
534,420,2573916238,873830
535,420,2573916378,873249
536,420,2573916239,873830
537,420,2611052965,873232
538,420,2573916236,873830
539,420,2573916376,873249
540,420,2594401126,873827
541,420,2573916237,873830
542,420,2573916370,873823
543,420,2573916226,873828
544,420,2573916227,873828
545,420,2608795787,873948
546,420,2573916224,873828
547,420,2573917133,873923
548,420,2573916369,873823
549,420,2573916230,873828
550,420,2573916374,873249
551,420,2573916231,873830
552,420,2573917185,873960
553,420,2573916228,873828
554,420,2573917967,873827
555,420,2573917150,873923
556,420,2597760224,873827
557,420,2573916229,873828
558,420,2573916375,873249
559,420,2608795787,2796250
560,420,2575313505,2832217
561,420,2573916254,873841
562,420,2573916322,873249
563,420,2573916323,873249
564,420,2573916320,873249
565,420,2573916321,873249
566,420,2573916255,873841
567,420,2573916206,873830
568,420,2573916207,873830
569,420,2608795786,2796284
570,420,2573916324,873249
571,420,2573916219,873830
572,420,2594401125,873813
573,420,2580974083,2987634
574,420,2614942622,873850
575,420,2594401124,873253
576,420,2573916215,873830
577,420,2573918113,873234
578,420,2573916325,873249
579,420,2573916346,873249
580,420,2573916170,873966
581,420,2573918117,873234
582,420,2573916347,873249
583,420,2573916344,873249
584,420,2573916345,873249
585,420,2573916350,873249
586,420,2581631362,873827
587,420,2594401124,3179758
588,420,2573916175,873966
589,420,2594401115,873210
590,420,2573916348,873249
591,420,2573905151,3115503
592,420,2573916172,873248
593,420,2573916339,873970
594,420,2573916342,873249
595,420,2573916173,873966
596,420,2594401115,873837
597,420,2622798457,2825483
598,420,2611052964,3245756
599,420,2573916160,873269
600,420,2594401114,873210
601,420,2573916299,873249
602,420,2573916297,873249
603,420,2573916718,873922
604,420,2573916300,873249
605,420,2596697750,873894
606,420,2608795785,2796284
607,420,2573916306,873814
608,420,2573916187,873966
609,420,2594401114,873837
610,420,2622798458,3115500
611,420,2594401119,2796251
612,420,2594401118,873895
613,420,2573916185,873966
614,420,2594401117,873810
615,420,2573917360,873837
616,420,2573916189,873966
617,420,2573917331,873837
618,420,2614237820,873318
619,420,2573917032,873883
620,420,2597760225,873850
621,420,2611052967,2796250
622,420,2574506864,873234
623,420,2584755946,873828
624,420,2578745023,2987634
625,420,2573916179,873249
626,420,2584755946,873908
627,420,2597760238,3245755
628,420,2573917037,873806
629,420,2584755947,873827
630,420,2584755947,873910
631,420,2596697750,3115490
632,420,2573917122,873219
633,420,2573917025,873968
634,420,2573916182,873966
635,420,2573916180,873234
636,420,2573917120,873224
637,420,2573916181,873234
638,420,2584755948,873234
639,420,2573917126,873209
640,420,2573917901,873827
641,420,2573917127,873224
642,420,2578745018,2987634
643,420,2594401116,873210
644,420,2578228026,2796250
645,420,2584755949,873828
646,420,2614942623,873252
647,420,2573917889,873827
648,420,2573917383,873866
649,420,2597760239,873253
650,420,2622798458,873180
651,420,2622798441,873180
652,420,2614942624,873253
653,420,2574506856,873807
654,420,2591022369,3115485
655,420,2573916386,873816
656,420,2573916387,873816
657,420,2573917344,873866
658,420,2573917148,873923
659,420,2614942625,873850
660,420,2573917884,873827
661,420,2573916384,873816
662,420,2597760236,873853
663,420,2573917368,873866
664,420,2573916385,873816
665,420,2573916390,873966
666,420,2584755949,873908
667,420,2591022369,2987633
668,420,2591022369,2987634
669,420,2591022363,873839
670,420,2574694781,2987633
671,420,2573917372,873866
672,420,2576771582,873232
673,420,2597760237,3245755
674,420,2596697751,873841
675,420,2573938657,873835
676,420,2597760234,3245755
677,420,2573916971,873920
678,420,2622798442,3115500
679,420,2573916968,873920
680,420,2573917335,873210
681,420,2573916388,873816
682,420,2596697749,873894
683,420,2597760235,3245755
684,420,2573916986,873980
685,420,2597760232,873812
686,420,2617050304,873850
687,420,2573916990,873823
688,420,2573916988,873970
689,420,2597760233,873961
690,420,2573916389,873816
691,420,2573916411,873827
692,420,2574051304,2832360
693,420,2573916979,873209
694,420,2622798442,873180
695,420,2581631365,873808
696,420,2622798443,3115500
697,420,2573916415,873827
698,420,2622798443,873180
699,420,2573916982,873981
700,420,2608795783,873224
701,420,2573916412,873827
702,420,2591022359,873897
703,420,2573908801,2987633
704,420,2622798466,873209
705,420,2582658494,3115506
706,420,2573916404,873249
707,420,2591022356,873839
708,420,2591022354,873839
709,420,2573916362,873816
710,420,2581631366,873827
711,420,2573916771,873923
712,420,2611052966,873242
713,420,2594401116,873837
714,420,2573916956,873970
715,420,2622798466,3115503
716,420,2611052969,873242
717,420,2611052968,873232
718,420,2573916768,873923
719,420,2608795782,873222
720,420,2573918075,873807
721,420,2622798467,873909
722,420,2573918072,873807
723,420,2573917074,873942
724,420,2628443944,873209
725,420,2608795781,873919
726,420,2608795781,873244
727,420,2573916361,873816
728,420,2608795780,873221
729,420,2596697749,3115490
730,420,2573916367,873232
731,420,2573917165,873209
732,420,2573916682,873224
733,420,2573916772,873923
734,420,2596697758,873961
735,420,2628443945,3417320
736,420,2573916773,873923
737,420,2584782889,873827
738,420,2628443945,3559132
739,420,2584782890,873808
740,420,2573916355,873816
741,420,2611052937,3245756
742,420,2573916353,873816
743,420,2573917984,873827
744,420,2573914166,873812
745,420,2573916358,873816
746,420,2573916359,873816
747,420,2573916357,873816
748,420,2611052936,3245756
749,420,2611052939,3245756
750,420,2573916378,873590
751,420,2581631367,873808
752,420,2573914383,873922
753,420,2573916379,873590
754,420,2608795779,873209
755,420,2573916376,873590
756,420,2573914385,873922
757,420,2573916377,873590
758,420,2573916381,873232
759,420,2611052938,3245756
760,420,2611052941,3245756
761,420,2583179738,873893
762,420,2583179740,873893
763,420,2583179735,873893
764,420,2573914388,873922
765,420,2573916368,873234
766,420,2611052940,3245756
767,420,2573916374,873590
768,420,2611052943,3245756
769,420,2573908893,2987633
770,420,2611052942,3245756
771,420,2611052945,3245756
772,420,2611052944,3245756
773,420,2573917526,873825
774,420,2611350042,873850
775,420,2581631368,873827
776,420,2587972919,873960
777,420,2573916763,873923
778,420,2581631369,873827
779,420,2628443950,3417319
780,420,2597762407,873748
781,420,2573916375,873590
782,420,2581631370,873808
783,420,2628443950,3559131
784,420,2573917146,873209
785,420,2628443951,3417319
786,420,2628443951,3559131
787,420,2628443948,3417319
788,420,2573916764,873923
789,420,2573916330,873816
790,420,2573916331,873816
791,420,2573916758,873923
792,420,2573916719,873923
793,420,2628443948,3559131
794,420,2581631371,873827
795,420,2597762407,873727
796,420,2573916328,873861
797,420,2581631372,873827
798,420,2628443949,3417319
799,420,2573916334,873816
800,420,2597773542,873816
801,420,2573916704,873234
802,420,2628443949,3559131
803,420,2628443938,873219
804,420,2596697759,873961
805,420,2608795778,873260
806,420,2608795778,873935
807,420,2596697756,3115492
808,420,2596697756,2796248
809,420,2596697756,3115494
810,420,2573908555,2987633
811,420,2597773541,873816
812,420,2596924702,873816
813,420,2596697757,873961
814,420,2592524783,873828
815,420,2576771582,873923
816,420,2597777214,873893
817,420,2597795443,873827
818,420,2573916696,873919
819,420,2575492491,873232
820,420,2628443938,3260129
821,420,2575492489,873823
822,420,2628443939,3115485
823,420,2608795777,873248
824,420,2573916332,873816
825,420,2608795777,873920
826,420,2597795442,873827
827,420,2592524784,873828
828,420,2573916690,873920
829,420,2596697754,873841
830,420,2573916333,873816
831,420,2573918082,873881
832,420,2573918083,873881
833,420,2573918084,873881
834,420,2596697755,873841
835,420,2573916322,873590
836,420,2573917091,873970
837,420,2596697752,873841
838,420,2592524785,873828
839,420,2573917092,873970
840,420,2573908526,2987633
841,420,2573916323,873590
842,420,2573916320,873590
843,420,2595327518,3260129
844,420,2596697753,873751
845,420,2573916835,873249
846,420,2573908624,2987633
847,420,2573916321,873590
848,420,2596697753,873727
849,420,2573916688,873248
850,420,2573908630,2987634
851,420,2596697766,873485
852,420,2573916326,873861
853,420,2573916692,873919
854,420,2596697767,3245761
855,420,2596697764,873961
856,420,2573915119,873807
857,420,2628443939,2987634
858,420,2573909338,2987633
859,420,2573909065,2987633
860,420,2592598727,873845
861,420,2592598726,873234
862,420,2628443936,3417319
863,420,2573909083,2987633
864,420,2592598725,873845
865,420,2592598724,873249
866,420,2573916324,873590
867,420,2592598723,873234
868,420,2628443936,3559131
869,420,2573916325,873590
870,420,2573909222,2987633
871,420,2573916346,873590
872,420,2573916347,873590
873,420,2573916344,873590
874,420,2573916345,873590
875,420,2573916350,873590
876,420,2592598722,873234
877,420,2628443937,873221
878,420,2573917109,873209
879,420,2592598721,873249
880,420,2573909210,2987633
881,420,2628443942,3417320
882,420,2596697765,873827
883,420,2573916348,873590
884,420,2596697762,873808
885,420,2596697763,873961
886,420,2592598720,873234
887,420,2573916338,873816
888,420,2573916339,873253
889,420,2573916336,873816
890,420,2573916342,873590
891,420,2628443942,3559132
892,420,2628443943,3115485
893,420,2597795441,873827
894,420,2628443943,2987634
895,420,2574619463,873937
896,420,2573916340,873816
897,420,2592611848,2796250
898,420,2573916341,873816
899,420,2576771580,2796249
900,420,2592611849,873219
901,420,2592611850,873836
902,420,2573916869,873942
903,420,2576771581,873827
904,420,2592611851,873836
905,420,2573916298,873590
906,420,2573916299,873590
907,420,2573916296,873590
908,420,2592611852,873209
909,420,2573916882,873957
910,420,2573916297,873590
911,420,2592611855,873219
912,420,2573917073,873959
913,420,2573916303,873814
914,420,2628443940,873824
915,420,2597795440,873827
916,420,2573916300,873590
917,420,2592611842,3218543
918,420,2573916751,873807
919,420,2592611842,2796250
920,420,2592611844,3218543
921,420,2573916301,873814
922,420,2573914229,873827
923,420,2573914879,873856
924,420,2573916289,873814
925,420,2573916295,873590
926,420,2592611844,2796250
927,420,2573916293,873234
928,420,2592611845,873219
929,420,2611052947,2796250
930,420,2573915463,873960
931,420,2628443941,873219
932,420,2592611846,873219
933,420,2611052946,3179757
934,420,2573916319,873590
935,420,2592611847,873224
936,420,2584864565,873816
937,420,2573916307,873841
938,420,2592611864,873209
939,420,2573916304,873814
940,420,2611052946,2796251
941,420,2597795439,873823
942,420,2573916305,873841
943,420,2573916310,873841
944,420,2573914371,873866
945,420,2584864564,873816
946,420,2592611865,873836
947,420,2592611866,873219
948,420,2592611867,873224
949,420,2592611868,873224
950,420,2582365035,2832352
951,420,2584864569,3069291
952,420,2582365034,2832352
953,420,2597795438,873827
954,420,2582365032,2832352
955,420,2573916308,873814
956,420,2582365041,2832352
957,420,2592611869,873224
958,420,2573914372,873866
959,420,2584864571,873816
960,420,2592611870,873224
961,420,2592611871,873224
962,420,2592611856,873219
963,420,2573914319,873922
964,420,2573916309,873814
965,420,2628443941,3260129
966,420,2628443960,873814
967,420,2611052949,3245756
968,420,2573916756,873814
969,420,2611052948,2796250
970,420,2597795437,873827
971,420,2592611857,873221
972,420,2573914588,873868
973,420,2611052951,3245756
974,420,2584864570,873816
975,420,2611052950,873249
976,420,2597795436,873827
977,420,2596697760,873827
978,420,2573917034,873827
979,420,2573917035,873827
980,420,2592611858,873868
981,420,2573917038,873827
982,420,2573917039,873827
983,420,2573916678,873224
984,420,2573916679,873209
985,420,2573917026,873809
986,420,2573916677,873224
987,420,2573917027,873827
988,420,2580360412,873883
989,420,2573917024,873807
990,420,2573917025,873252
991,420,2628443961,873814
992,420,2628443954,3417320
993,420,2573917540,873968
994,420,2597795435,873827
995,420,2611052952,873232
996,420,2628443954,3559132
997,420,2584864573,873816
998,420,2611052955,3245756
999,420,2592611860,3139390
1000,420,2592611860,873252
1001,420,2628443955,873824
1002,420,2592611861,873209
1003,420,2592611862,873224
1004,420,2576771579,873827
1005,420,2628443952,3417319
1006,420,2628443952,3559131
1007,420,2584864575,873816
1008,420,2573917030,873823
1009,420,2581631377,873809
1010,420,2628443953,3417319
1011,420,2592611863,873824
1012,420,2628443953,3559131
1013,420,2573916897,873942
1014,420,2573917031,873809
1015,420,2592611872,873209
1016,420,2573917028,873823
1017,420,2573917029,873809
1018,420,2573917054,873866
1019,420,2574506854,873248
1020,420,2573917055,873866
1021,420,2574506853,873808
1022,420,2573917042,873827
1023,420,2573916918,873942
1024,420,2573917530,873968
1025,420,2573917531,873968
1026,420,2573916917,873958
1027,420,2573916875,873942
1028,420,2573916872,873942
1029,420,2573917535,873968
1030,420,2573917532,873968
1031,420,2573916873,873942
1032,420,2573909689,2987634
1033,420,2573909692,2987634
1034,420,2573906382,2987634
1035,420,2584864574,873816
1036,420,2573916877,873942
1037,420,2574506858,873823
1038,420,2573906384,2987633
1039,420,2573905994,2987634
1040,420,2573916894,873959
1041,420,2628443958,3417319
1042,420,2573917043,873827
1043,420,2592611873,873209
1044,420,2573917040,873827
1045,420,2573916842,873224
1046,420,2581631379,873809
1047,420,2596697761,873961
1048,420,2584864593,873827
1049,420,2573916522,3348240
1050,420,2573916527,3348240
1051,420,2573916834,873249
1052,420,2573916525,3348240
1053,420,2573917047,873827
1054,420,2573906002,2987634
1055,420,2596697774,873262
1056,420,2573917044,873827
1057,420,2573916838,873249
1058,420,2573917045,873827
1059,420,2573917000,873807
1060,420,2573917001,873827
1061,420,2573917007,873827
1062,420,2584864592,873827
1063,420,2573917004,873827
1064,420,2573917005,873807
1065,420,2573916994,873807
1066,420,2628443958,3559131
1067,420,2573916995,873827
1068,420,2573916992,873827
1069,420,2573916848,873209
1070,420,2628443959,3417320
1071,420,2573916852,873234
1072,420,2573914183,873812
1073,420,2573914180,873812
1074,420,2596697775,873808
1075,420,2573916993,873827
1076,420,2596697772,873262
1077,420,2592611877,873209
1078,420,2596697773,873253
1079,420,2573916815,873960
1080,420,2596697770,873252
1081,420,2596697771,873262
1082,420,2573916999,873827
1083,420,2573916996,873827
1084,420,2573916512,3348240
1085,420,2573916997,873807
1086,420,2573917018,873868
1087,420,2596697769,873252
1088,420,2573917019,873860
1089,420,2573917016,873868
1090,420,2596697782,873830
1091,420,2583234072,873814
1092,420,2573916831,873249
1093,420,2573916816,873960
1094,420,2573917023,873807
1095,420,2596697783,873830
1096,420,2596697780,873830
1097,420,2573914171,873812
1098,420,2583234075,873814
1099,420,2573917020,873170
1100,420,2597810349,873893
1101,420,2573917020,873836
1102,420,2573917010,873827
1103,420,2573914346,873806
1104,420,2573914349,873960
1105,420,2611052954,2796250
1106,420,2611052957,3245756
1107,420,2597810348,873893
1108,420,2611052956,873232
1109,420,2573914366,873866
1110,420,2628443959,3559132
1111,420,2573916538,3348240
1112,420,2628443956,3417320
1113,420,2573914367,873866
1114,420,2573917009,873827
1115,420,2573917014,873866
1116,420,2596697781,873830
1117,420,2574619417,873881
1118,420,2573917255,873922
1119,420,2596697778,873961
1120,420,2611052959,873232
1121,420,2578231497,2987633
1122,420,2583234077,873814
1123,420,2573916539,3348240
1124,420,2573917012,873868
1125,420,2573916536,3348240
1126,420,2578231492,2987633
1127,420,2628443956,3559132
1128,420,2578231494,2987633
1129,420,2578231495,2987633
1130,420,2578231489,2987633
1131,420,2578231490,2987633
1132,420,2583234076,873814
1133,420,2573914332,873248
1134,420,2573916530,3348240
1135,420,2573916535,3348240
